launch_place,id,place,city,Oblast,Country,latitude,longitude
Volgograd oblast,428,Volgograd oblast,,Southern Federal District,Russia,49.6048339,44.2903582
"Sevastopol, Crimea",441,"Sevastopol, Crimea",,,,44.7705724,34.22935804574608
Belgorod oblast,455,Belgorod oblast,,Central Federal District,Russia,50.7080119,37.5837615
Belgorod oblast,471,Belgorod oblast,,Central Federal District,Russia,50.7080119,37.5837615
Belgorod oblast,486,Belgorod oblast,,Central Federal District,Russia,50.7080119,37.5837615
Belgorod oblast,522,Belgorod oblast,,Central Federal District,Russia,50.7080119,37.5837615
Belgorod oblast,563,Belgorod oblast,,Central Federal District,Russia,50.7080119,37.5837615
Belgorod oblast,579,Belgorod oblast,,Central Federal District,Russia,50.7080119,37.5837615
Belgorod oblast,661,Belgorod oblast,,Central Federal District,Russia,50.7080119,37.5837615
Belgorod oblast,664,Belgorod oblast,,Central Federal District,Russia,50.7080119,37.5837615
Belgorod oblast,666,Belgorod oblast,,Central Federal District,Russia,50.7080119,37.5837615
Belgorod oblast,673,Belgorod oblast,,Central Federal District,Russia,50.7080119,37.5837615
Belgorod oblast,685,Belgorod oblast,,Central Federal District,Russia,50.7080119,37.5837615
Belgorod oblast,690,Belgorod oblast,,Central Federal District,Russia,50.7080119,37.5837615
Belgorod oblast,696,Belgorod oblast,,Central Federal District,Russia,50.7080119,37.5837615
Belgorod oblast,699,Belgorod oblast,,Central Federal District,Russia,50.7080119,37.5837615
Belgorod oblast,700,Belgorod oblast,,Central Federal District,Russia,50.7080119,37.5837615
Belgorod oblast,704,Belgorod oblast,,Central Federal District,Russia,50.7080119,37.5837615
Donetsk oblast,471,Donetsk oblast,,83000-87999,Ukraine,47.9212914,37.7809825
Donetsk oblast,537,Donetsk oblast,,83000-87999,Ukraine,47.9212914,37.7809825
Donetsk oblast,710,Donetsk oblast,,83000-87999,Ukraine,47.9212914,37.7809825
Voronezh oblast,481,Voronezh oblast,,Central Federal District,Russia,50.9800393,40.1506507
Voronezh oblast,699,Voronezh oblast,,Central Federal District,Russia,50.9800393,40.1506507
Voronezh oblast,709,Voronezh oblast,,Central Federal District,Russia,50.9800393,40.1506507
Saratov oblast,580,Saratov oblast,,Volga Federal District,Russia,51.6520555,46.8631952
"Belbek, Crimea",581,"Belbek, Crimea",,,,44.6131942,33.8799431
"Balaklava, Crimea",585,"Balaklava, Crimea",,,,44.445375,33.907605
"Balaklava, Crimea",586,"Balaklava, Crimea",,,,44.445375,33.907605
"Balaklava, Crimea",588,"Balaklava, Crimea",,,,44.445375,33.907605
"Balaklava, Crimea",600,"Balaklava, Crimea",,,,44.445375,33.907605
"Balaklava, Crimea",605,"Balaklava, Crimea",,,,44.445375,33.907605
"Balaklava, Crimea",611,"Balaklava, Crimea",,,,44.445375,33.907605
"Balaklava, Crimea",613,"Balaklava, Crimea",,,,44.445375,33.907605
"Balaklava, Crimea",617,"Balaklava, Crimea",,,,44.445375,33.907605
"Balaklava, Crimea",632,"Balaklava, Crimea",,,,44.445375,33.907605
Savasleyka,590,Savasleyka,,,,55.4551605,42.3115555
Astrakhan oblast,625,Astrakhan oblast,,Southern Federal District,Russia,47.1878186,47.608851
Primorsko-Akhtarske,659,Primorsko-Akhtarske,,,,,
Primorsko-Akhtarske,660,Primorsko-Akhtarske,,,,,
Ryazan,662,Ryazan,Ryazan,Central Federal District,Russia,54.6295687,39.7425039
Tambov,662,Tambov,Tambov,Central Federal District,Russia,52.731118499999994,41.434199146086904
Tambov,671,Tambov,Tambov,Central Federal District,Russia,52.731118499999994,41.434199146086904
Luhansk oblast,692,Luhansk oblast,,Luhansk Oblast,Ukraine,49.2724587,38.9150477
Oryol oblast,698,Oryol oblast,,Central Federal District,Russia,52.8392765,36.4251709
