time_start,time_end,launched,destroyed,id
2023-09-23 00:00:00,2023-09-23 00:00:00,2,2,436
2023-09-24 00:00:00,2023-09-24 00:00:00,3,3,437
2023-09-24 00:00:00,2023-09-24 00:00:00,4,4,438
2023-09-25 00:00:00,2023-09-25 08:00:00,19,19,439
2023-09-25 00:00:00,2023-09-25 08:00:00,12,11,440
2023-09-25 00:00:00,2023-09-25 08:00:00,2,0,441
2023-09-26 00:00:00,2023-09-26 08:00:00,38,26,442
2023-09-27 00:00:00,2023-09-27 00:00:00,6,6,443
2023-09-28 00:00:00,2023-09-28 08:00:00,44,34,444
2023-09-30 00:00:00,2023-09-30 08:00:00,40,30,445
2023-10-01 00:00:00,2023-10-01 08:00:00,30,16,446
2023-10-01 00:00:00,2023-10-01 00:00:00,3,3,447
2023-10-02 00:00:00,2023-10-02 08:00:00,7,4,448
2023-10-03 00:00:00,2023-10-03 08:00:00,31,29,449
2023-10-03 00:00:00,2023-10-03 08:00:00,1,1,450
2023-10-05 00:00:00,2023-10-05 08:00:00,29,24,451
2023-10-06 00:00:00,2023-10-06 08:00:00,33,25,452
2023-10-10 00:00:00,2023-10-10 08:00:00,36,27,453
2023-10-11 00:00:00,2023-10-11 00:00:00,1,1,454
2023-10-12 00:00:00,2023-10-12 08:00:00,33,28,455
2023-10-15 00:00:00,2023-10-15 08:00:00,1,1,456
2023-10-16 00:00:00,2023-10-16 08:00:00,12,11,457
2023-10-16 00:00:00,2023-10-16 08:00:00,5,2,458
2023-10-16 00:00:00,2023-10-16 08:00:00,1,0,459
2023-10-17 00:00:00,2023-10-17 08:00:00,6,6,460
2023-10-17 00:00:00,2023-10-17 08:00:00,1,1,461
2023-10-17 00:00:00,2023-10-17 08:00:00,2,0,462
2023-10-18 00:00:00,2023-10-18 00:00:00,1,1,463
2023-10-18 20:00:00,2023-10-19 05:00:00,9,3,464
2023-10-18 20:00:00,2023-10-19 05:00:00,1,1,465
2023-10-18 20:00:00,2023-10-19 05:00:00,1,0,466
2023-10-18 20:00:00,2023-10-19 05:00:00,5,0,467
2023-10-18 20:00:00,2023-10-19 05:00:00,1,0,468
2023-10-21 00:00:00,2023-10-21 00:00:00,3,3,469
2023-10-22 00:00:00,2023-10-22 08:00:00,1,1,470
2023-10-22 00:00:00,2023-10-22 08:00:00,8,0,471
2023-10-22 00:00:00,2023-10-22 08:00:00,3,3,472
2023-10-22 00:00:00,2023-10-22 08:00:00,2,0,473
2023-10-23 00:00:00,2023-10-23 08:00:00,1,1,474
2023-10-23 00:00:00,2023-10-23 08:00:00,13,13,475
2023-10-23 00:00:00,2023-10-23 08:00:00,1,1,476
2023-10-24 00:00:00,2023-10-24 08:00:00,6,6,477
2023-10-24 00:00:00,2023-10-24 09:00:00,1,1,478
2023-10-25 00:00:00,2023-10-25 08:00:00,11,11,479
2023-10-27 00:00:00,2023-10-27 08:00:00,6,5,480
2023-10-27 00:00:00,2023-10-27 08:00:00,1,0,481
2023-10-27 00:00:00,2023-10-27 00:00:00,3,3,482
2023-10-27 00:00:00,2023-10-27 00:00:00,2,2,483
2023-10-28 00:00:00,2023-10-28 01:00:00,4,3,484
2023-10-29 00:00:00,2023-10-29 08:00:00,5,5,485
2023-10-29 00:00:00,2023-10-29 08:00:00,1,0,486
2023-10-29 00:00:00,2023-10-29 08:00:00,2,2,487
2023-10-29 00:00:00,2023-10-29 08:00:00,12,12,488
2023-10-29 00:00:00,2023-10-29 00:00:00,3,3,489
2023-10-29 00:00:00,2023-10-29 00:00:00,1,1,490
2023-10-30 00:00:00,2023-10-30 00:00:00,2,2,491
2023-10-31 00:00:00,2023-10-31 08:00:00,1,1,492
2023-10-31 00:00:00,2023-10-31 00:00:00,3,3,493
2023-10-31 00:00:00,2023-10-31 12:00:00,1,1,494
2023-11-01 00:00:00,2023-11-01 08:00:00,20,18,495
2023-11-01 00:00:00,2023-11-01 08:00:00,1,1,496
2023-11-01 00:00:00,2023-11-01 11:00:00,2,2,497
2023-11-01 00:00:00,2023-11-01 12:00:00,1,1,498
2023-11-02 00:00:00,2023-11-02 08:00:00,1,1,499
2023-11-02 00:00:00,2023-11-02 00:00:00,1,1,500
2023-11-03 00:00:00,2023-11-03 08:00:00,40,24,501
2023-11-03 00:00:00,2023-11-03 08:00:00,1,1,502
2023-11-03 00:00:00,2023-11-03 09:00:00,1,1,503
2023-11-04 00:00:00,2023-11-04 08:00:00,2,2,504
2023-11-04 00:00:00,2023-11-04 19:00:00,3,3,505
2023-11-05 00:00:00,2023-11-05 16:00:00,1,1,506
2023-11-05 20:00:00,2023-11-05 23:59:00,22,15,507
2023-11-05 20:00:00,2023-11-05 23:59:00,1,1,508
2023-11-05 20:00:00,2023-11-05 23:59:00,1,0,509
2023-11-05 20:00:00,2023-11-05 23:59:00,1,0,510
2023-11-05 20:00:00,2023-11-05 23:59:00,1,0,511
2023-11-06 00:00:00,2023-11-06 08:00:00,1,0,512
2023-11-06 00:00:00,2023-11-06 22:00:00,1,1,513
2023-11-09 00:00:00,2023-11-09 02:30:00,1,1,514
2023-11-10 00:00:00,2023-11-10 08:00:00,6,5,515
2023-11-10 00:00:00,2023-11-10 08:00:00,1,1,516
2023-11-10 00:00:00,2023-11-10 08:00:00,1,0,517
2023-11-10 00:00:00,2023-11-10 13:00:00,1,1,518
2023-11-10 19:00:00,2023-11-11 03:00:00,31,19,519
2023-11-10 19:00:00,2023-11-11 03:00:00,1,0,520
2023-11-10 19:00:00,2023-11-11 03:00:00,1,0,521
2023-11-10 19:00:00,2023-11-11 03:00:00,1,0,522
2023-11-11 00:00:00,2023-11-11 09:00:00,1,1,523
2023-11-12 00:00:00,2023-11-12 08:00:00,2,1,524
2023-11-12 00:00:00,2023-11-12 08:00:00,1,0,525
2023-11-13 00:00:00,2023-11-13 17:00:00,2,2,526
2023-11-13 00:00:00,2023-11-13 17:00:00,3,3,527
2023-11-14 00:00:00,2023-11-14 08:00:00,9,7,528
2023-11-14 00:00:00,2023-11-14 08:00:00,1,0,529
2023-11-14 00:00:00,2023-11-14 08:00:00,1,0,530
2023-11-15 00:00:00,2023-11-15 00:00:00,1,1,531
2023-11-16 00:00:00,2023-11-16 08:00:00,18,16,532
2023-11-17 00:00:00,2023-11-17 08:00:00,10,9,533
2023-11-17 20:00:00,2023-11-18 04:00:00,38,29,534
2023-11-19 00:00:00,2023-11-19 08:00:00,20,15,535
2023-11-21 00:00:00,2023-11-21 08:00:00,10,9,536
2023-11-21 00:00:00,2023-11-21 08:00:00,4,0,537
2023-11-21 00:00:00,2023-11-21 08:00:00,1,1,538
2023-11-21 00:00:00,2023-11-21 00:00:00,1,1,539
2023-11-21 20:00:00,2023-11-22 03:00:00,14,14,540
2023-11-21 20:00:00,2023-11-22 03:00:00,1,0,541
2023-11-22 00:00:00,2023-11-22 00:00:00,2,2,542
2023-11-24 00:00:00,2023-11-24 08:00:00,3,3,543
2023-11-24 00:00:00,2023-11-24 00:00:00,1,1,544
2023-11-25 00:00:00,2023-11-25 08:00:00,1,1,545
2023-11-25 00:00:00,2023-11-25 08:00:00,75,74,546
2023-11-26 00:00:00,2023-11-26 08:00:00,9,8,547
2023-11-28 00:00:00,2023-11-28 08:00:00,1,1,548
2023-11-28 00:00:00,2023-11-28 08:00:00,1,1,549
2023-11-28 00:00:00,2023-11-28 09:00:00,1,0,550
2023-11-28 13:00:00,2023-11-28 13:00:00,1,1,551
2023-11-28 14:00:00,2023-11-28 14:00:00,1,1,552
2023-11-29 00:00:00,2023-11-29 08:00:00,21,21,553
2023-11-29 00:00:00,2023-11-29 08:00:00,3,2,554
2023-11-30 00:00:00,2023-11-30 08:00:00,20,14,555
2023-11-30 00:00:00,2023-11-30 08:00:00,8,0,556
2023-12-01 00:00:00,2023-12-01 08:00:00,25,18,557
2023-12-01 00:00:00,2023-12-01 08:00:00,1,1,558
2023-12-01 00:00:00,2023-12-01 08:00:00,2,1,559
2023-12-02 00:00:00,2023-12-02 08:00:00,11,10,560
2023-12-02 00:00:00,2023-12-02 08:00:00,1,0,561
2023-12-03 00:00:00,2023-12-03 08:00:00,12,10,562
2023-12-03 00:00:00,2023-12-03 08:00:00,1,0,563
2023-12-03 00:00:00,2023-12-03 00:00:00,1,1,564
2023-12-04 00:00:00,2023-12-04 08:00:00,23,18,565
2023-12-04 00:00:00,2023-12-04 08:00:00,1,1,566
2023-12-05 00:00:00,2023-12-05 08:00:00,17,10,567
2023-12-05 00:00:00,2023-12-05 08:00:00,6,0,568
2023-12-05 12:00:00,2023-12-05 12:00:00,1,1,569
2023-12-05 00:00:00,2023-12-05 00:00:00,2,2,570
2023-12-05 00:00:00,2023-12-05 00:00:00,2,2,571
2023-12-05 00:00:00,2023-12-05 00:00:00,1,1,572
2023-12-05 00:00:00,2023-12-05 00:00:00,1,1,573
2023-12-06 00:00:00,2023-12-06 08:00:00,48,41,574
2023-12-06 10:00:00,2023-12-06 10:00:00,1,1,575
2023-12-06 00:00:00,2023-12-06 00:00:00,1,1,576
2023-12-07 00:00:00,2023-12-07 08:00:00,18,15,577
2023-12-08 00:00:00,2023-12-08 08:00:00,7,7,578
2023-12-08 00:00:00,2023-12-08 08:00:00,6,0,579
2023-12-08 06:00:00,2023-12-08 09:00:00,19,14,580
2023-12-11 00:00:00,2023-12-11 08:00:00,18,18,581
2023-12-11 04:00:00,2023-12-11 05:00:00,8,8,582
2023-12-11 15:00:00,2023-12-11 15:00:00,1,1,583
2023-12-11 18:00:00,2023-12-11 18:00:00,1,1,584
2023-12-12 00:00:00,2023-12-12 08:00:00,15,9,585
2023-12-13 00:00:00,2023-12-13 08:00:00,10,10,586
2023-12-13 03:00:00,2023-12-13 05:00:00,10,10,587
2023-12-13 19:00:00,2023-12-14 08:00:00,42,41,588
2023-12-14 00:00:00,2023-12-14 00:00:00,1,0,589
2023-08-14 14:00:00,2023-08-14 14:30:00,3,1,590
2023-12-15 00:00:00,2023-12-15 08:00:00,14,14,591
2023-12-16 00:00:00,2023-12-16 08:00:00,31,30,592
2023-12-17 00:00:00,2023-12-17 08:00:00,1,1,593
2023-12-17 00:00:00,2023-12-17 08:00:00,1,0,594
2023-12-17 00:00:00,2023-12-17 08:00:00,20,20,595
2023-12-17 00:00:00,2023-12-17 00:00:00,2,2,596
2023-12-18 00:00:00,2023-12-18 08:00:00,5,5,597
2023-12-18 00:00:00,2023-12-18 00:00:00,1,1,598
2023-12-19 00:00:00,2023-12-19 08:00:00,2,2,599
2023-12-20 00:00:00,2023-12-20 08:00:00,19,18,600
2023-12-20 00:00:00,2023-12-20 08:00:00,2,0,601
2023-12-20 00:00:00,2023-12-20 00:00:00,1,1,602
2023-12-20 20:00:00,2023-12-21 03:30:00,35,34,603
2023-12-22 00:00:00,2023-12-22 08:00:00,28,24,604
2023-12-22 18:00:00,2022-12-23 00:00:00,9,9,605
2023-12-23 00:00:00,2022-12-23 14:00:00,1,1,606
2023-12-24 00:00:00,2022-12-24 08:00:00,15,14,607
2023-12-24 00:00:00,2022-12-24 00:00:00,1,1,608
2023-12-24 00:00:00,2022-12-24 00:00:00,1,1,609
2023-12-24 00:00:00,2022-12-24 00:00:00,1,1,610
2023-12-25 00:00:00,2022-12-25 08:00:00,31,28,611
2023-12-25 00:00:00,2023-12-25 00:00:00,1,1,612
2023-12-26 00:00:00,2022-12-26 08:00:00,19,13,613
2023-12-26 00:00:00,2023-12-26 00:00:00,2,2,614
2023-12-26 00:00:00,2023-12-26 00:00:00,1,1,615
2023-12-26 00:00:00,2023-12-26 00:00:00,1,1,616
2023-12-26 19:00:00,2022-12-27 03:50:00,46,32,617
2023-12-28 00:00:00,2022-12-28 08:00:00,8,7,618
2023-12-28 00:00:00,2023-12-28 00:00:00,1,1,619
2023-12-28 00:00:00,2023-12-28 00:00:00,2,2,620
2023-12-28 23:00:00,2022-12-29 06:00:00,36,27,621
2023-12-29 05:00:00,2022-12-29 09:30:00,14,0,622
2023-12-29 05:00:00,2022-12-29 09:30:00,8,0,623
2023-12-29 06:00:00,2022-12-29 09:30:00,90,87,624
2023-12-29 06:30:00,2022-12-29 09:30:00,5,0,625
2023-12-29 06:30:00,2022-12-29 09:30:00,4,0,626
2023-12-29 06:30:00,2022-12-29 09:30:00,1,0,627
2023-12-30 00:00:00,2022-12-30 08:00:00,10,5,628
2023-12-30 00:00:00,2022-12-30 13:00:00,1,1,629
2023-12-30 00:00:00,2022-12-30 00:00:00,6,0,630
2023-12-31 00:00:00,2022-12-31 08:00:00,49,21,631
2024-01-01 00:00:00,2022-01-01 08:00:00,90,87,632
2024-01-01 00:00:00,2022-01-01 08:00:00,4,0,633
2024-01-01 00:00:00,2022-01-01 08:00:00,3,0,634
2024-01-01 00:00:00,2022-01-01 08:00:00,1,0,635
2024-01-01 14:00:00,2022-01-01 19:00:00,10,9,636
2024-01-01 14:00:00,2022-01-01 19:00:00,1,1,637
2024-01-01 00:00:00,2022-01-01 00:00:00,1,1,638
2024-01-01 00:00:00,2022-01-01 00:00:00,2,2,639
2024-01-01 20:00:00,2022-01-02 08:00:00,35,35,640
2024-01-02 06:00:00,2022-01-02 09:00:00,70,59,641
2024-01-02 07:30:00,2022-01-02 09:00:00,10,10,642
2024-01-02 06:00:00,2022-01-02 09:00:00,3,3,643
2024-01-02 06:00:00,2022-01-02 09:00:00,12,0,644
2024-01-02 06:00:00,2022-01-02 09:00:00,4,0,645
2024-01-02 00:00:00,2022-01-02 00:00:00,5,5,646
2024-01-02 00:00:00,2022-01-02 00:00:00,1,1,647
2024-01-04 00:00:00,2022-01-04 00:00:00,3,0,648
2024-01-04 00:00:00,2022-01-04 00:00:00,2,2,649
2024-01-04 00:00:00,2022-01-04 08:00:00,2,2,650
2024-01-04 00:00:00,2022-01-04 00:00:00,1,1,651
2024-01-05 00:00:00,2022-01-05 00:00:00,2,2,652
2024-01-05 00:00:00,2022-01-05 00:00:00,1,1,653
2024-01-05 00:00:00,2022-01-05 08:00:00,29,21,654
2024-01-06 00:00:00,2022-01-06 08:00:00,1,1,655
2024-01-06 00:00:00,2022-01-06 08:00:00,1,1,656
2024-01-07 00:00:00,2022-01-07 00:00:00,1,1,657
2024-01-07 00:00:00,2022-01-07 00:00:00,3,0,658
2024-01-07 00:00:00,2022-01-07 08:00:00,28,21,659
2024-01-08 00:00:00,2022-01-08 08:00:00,8,8,660
2024-01-08 00:00:00,2022-01-08 08:00:00,7,0,661
2024-01-08 00:00:00,2022-01-08 08:00:00,4,0,662
2024-01-08 00:00:00,2022-01-08 08:00:00,24,18,663
2024-01-08 00:00:00,2022-01-08 08:00:00,8,0,664
2024-01-08 00:00:00,2022-01-08 08:00:00,6,0,665
2024-01-08 00:00:00,2022-01-08 08:00:00,2,0,666
2024-01-09 00:00:00,2022-01-09 00:00:00,1,1,667
2024-01-09 00:00:00,2022-01-09 00:00:00,1,1,668
2024-01-10 00:00:00,2022-01-10 00:00:00,1,1,669
2024-01-13 00:00:00,2022-01-13 08:00:00,12,7,670
2024-01-13 06:50:00,2022-01-13 08:00:00,6,0,671
2024-01-13 00:00:00,2022-01-13 08:00:00,3,0,672
2024-01-13 00:00:00,2022-01-13 08:00:00,7,0,673
2024-01-13 00:00:00,2022-01-13 08:00:00,7,0,674
2024-01-13 00:00:00,2022-01-13 08:00:00,2,0,675
2024-01-13 00:00:00,2022-01-13 08:00:00,4,1,676
2024-01-13 00:00:00,2022-01-13 00:00:00,1,1,677
2024-01-14 00:00:00,2022-01-14 00:00:00,1,1,678
2024-01-15 00:00:00,2022-01-15 00:00:00,2,2,679
2024-01-15 00:00:00,2022-01-15 00:00:00,1,1,680
2024-01-15 00:00:00,2022-01-15 00:00:00,1,1,681
2024-01-16 00:00:00,2022-01-16 00:00:00,1,1,682
2024-01-16 00:00:00,2022-01-16 00:00:00,1,1,683
2024-01-17 00:00:00,2022-01-17 08:00:00,19,19,684
2024-01-17 00:00:00,2022-01-17 08:00:00,2,0,685
2024-01-17 00:00:00,2022-01-17 00:00:00,1,1,686
2024-01-17 00:00:00,2022-01-17 00:00:00,1,1,687
2024-01-17 00:00:00,2022-01-17 00:00:00,1,1,688
2024-01-18 00:00:00,2022-01-18 08:00:00,33,22,689
2024-01-18 00:00:00,2022-01-18 08:00:00,2,0,690
2024-01-20 00:00:00,2022-01-20 08:00:00,7,4,691
2024-01-20 00:00:00,2022-01-20 08:00:00,3,0,692
2024-01-21 00:00:00,2022-01-21 00:00:00,1,1,693
2024-01-22 00:00:00,2022-01-22 08:00:00,8,8,694
2024-01-22 00:00:00,2022-01-22 18:00:00,1,1,695
2024-01-23 00:00:00,2022-01-23 08:00:00,4,0,696
2024-01-23 00:00:00,2022-01-23 08:00:00,15,15,697
2024-01-23 00:00:00,2022-01-23 08:00:00,8,0,698
2024-01-23 00:00:00,2022-01-23 08:00:00,12,5,699
2024-01-23 00:00:00,2022-01-23 08:00:00,2,1,700
2024-01-24 00:00:00,2022-01-24 15:00:00,2,2,701
2024-01-24 00:00:00,2022-01-24 00:00:00,2,2,702
2024-01-25 00:00:00,2022-01-25 08:00:00,14,11,703
2024-01-25 00:00:00,2022-01-25 08:00:00,4,0,704
2024-01-25 00:00:00,2022-01-25 16:00:00,1,1,705
2024-01-27 00:00:00,2022-01-27 08:00:00,4,4,706
2024-01-27 00:00:00,2022-01-27 08:00:00,1,0,707
2024-01-28 00:00:00,2022-01-28 08:00:00,8,4,708
2024-01-28 00:00:00,2022-01-28 08:00:00,2,0,709
2024-01-28 00:00:00,2022-01-28 08:00:00,3,0,710
